,doc_id,doc_text
558,572,How successful was odd even plan?
559,573,How successful was the Delhi's Odd-even plan?
560,574,If there will be a war between India and Pakistan who will win?
561,575,Who will win if a war starts between India and Pakistan?
562,576,How do you deal with a fear of dying?
563,577,How can you reduce your fear of dying?
564,578,What would be the estimated cost of repairing the cracked screen of iphone 6?
565,579,What is the price I have to pay for repairing a broken iPhone 6 screen? How can it be done?
566,580,What are the most interesting products and innovations that McDonald's is coming out with in 2016?
567,581,What are the most interesting products and innovations that Ball is coming out with in 2016?
568,582,"Is there an end to the universe, and if not, is the universe infinite?"
569,583,Is the Universe infinite or is there an end to the Universe?
570,584,What is CPAGrip.com?
571,585,What is bestmytest.com?
572,586,How much funds should I raise?
573,587,How much money should I raise?
574,588,What Anna Hazare think about PM Modi?
575,590,What will be the effect of banning 500 and 1000 notes on stock markets in India?
576,591,What will be the effect of the ban of the 1000rs and 500rs notes on the stock market?
577,592,How does concentric contractions differ from eccentric contractions?
578,593,How do concentric and eccentric contraction compare and contrast?
579,594,Why did the puppet they used for Yoda in Episode I suck so bad?
580,595,"Why do people not question ""news"" posts and opinions posted on social media websites?"
581,596,On what online platforms can I post ads for beer money opportunity?
582,597,What online platforms can I post ads for beer money opportunity?
583,598,What the meaning of this all life?
584,599,What's are the meaning of life?
585,600,How should I start small business effectively?
586,601,How should I start a small business in construction?
587,602,How can we acquire a positive morality?
588,603,What are time deposits? Are RD and FD types of time deposits?
589,604,Do you need friends?
590,605,Why do we need friends?
591,606,Do I exist?
592,608,Which are the best Hollywood thriller movies?
593,610,"Should I repeat 2nd year in college, or find a new college? It's a 5 year course."
594,611,I study in Ashutosh College in Kolkata. Can I study in any other college in India in my 2nd year?
595,612,How is petrol or diesel pumped up in a filling station using a motor without igniting any fire?
596,613,What happens when you fill a petrol car with diesel? What is the solution if such an incident happened?
597,614,What job possibilities exist for a Bachelors in Homeland Security?
598,617,What are good books to self study calculus?
599,618,Why and how did you break up with her/him?
600,619,How and why did you break up with your ex?
601,620,Can I use Jio SIM in iPhone 5s?
602,621,Does iPhone 5S support JIO VoLTE?
603,622,What are some unwritten rules in USA?
604,623,What are some unwritten rules you have for your home?
605,624,What is the best answer to what you did in two years gap in a job interview?
606,625,What is the best excuse to explain a gap (of one or two years) in your job career for a job interview?
607,626,What are the best songs for low voices?
608,627,What are some songs for a sweet airy mezzo voice?
609,628,Can anyone predict my birth chart?
610,629,What can you tell me regarding this birth chart?
611,630,When was the birth of the trigonometric functions?
612,631,Who were the creators of trigonometry?
613,632,"What does this saying mean; ""Don't trust everything you see even salt looks like sugar""?"
614,633,"People say ""don't try to please others."" Does being nice to others mean pleasing them?"
615,634,What do countries do to prevent war?
616,635,How should countries prevent war?
617,636,How can I become a billionaire?
618,637,How can I become a billionaire (in finance)?
619,638,Why should I learn web design?
620,640,"What's the best on-line calender/scheduling/booking system? Something that allows me to show my availability & customers can 'request' to meet me. When I 'accept' their request, the appointment pops into our calendars & reminders are automated."
621,641,Is there a web service that can send appointment sms-reminders to customers extracting data from Google calendar?
622,642,How will Indian GDP be affected from banning 500 and 1000 rupees notes?
623,643,What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?
624,644,Why does understanding death philosophical?
625,645,What makes understanding death philosophical?
626,646,Why are dogs considered omnivores?
627,647,Are dogs carnivorous animals?
628,648,What it is like to be cheated upon in a relationship?
629,649,What is it like to be in a relationship with someone you cheated with?
630,650,How do I know if someone blocked my texts?
631,651,If I turn of my user id off can I text someone that blocked me?
632,652,What are the most interesting foods you have eaten in any country?
633,653,What is it like to be a private banker?
634,654,What is like to be a private banker in Switzerland?
635,655,What is journalism for you?
636,656,What is journalism?
637,657,How can one increase concentration?
638,658,How can I improve my concentration?
639,659,"How do I see ""sent invitations"" on Linkedin if I don't have any more pending invitations?"
640,660,"How can you personalize a LinkedIn invitation? I think I just sent a colleague an invitation on LinkedIn, but did not get a chance to personalize it!"
641,661,What are the pros and cons of the German Shepherd dog?
642,662,What are the pros and cons of having a pet German Shepherd?
643,663,What is the difference between deism and agnosticism?
644,664,What is the difference between a hobby and a habit?
645,665,Why do male porn stars masturbate to ejaculate?
646,666,Is it OK for a husband and wife to masturbate together? Is it considered cheating if your partner is masturbating without your consent?
647,667,How much CGPA I require to get an admission for MTech CSE at IIT Madras?
648,668,Can I get a job in a consulting firm after Mtech in CSE from IIT?
649,669,Is there a biological reason that people cry when they are emotional?
650,670,What is the biological reason for crying?
651,671,What are 5 facts about the earth's crust?
652,672,How does the Earth's core affect its crust?
653,673,Why does ISRO not use friction stir welding technology?
